"ZIP","NAME","Total","White","Black","Asian","Latinx","Other","White_key","Black_key","Asian_key","Latinx_key","Other_key","Population","Cases","Rate","Population_key","Cases_key","Rate_key"
"94805","Contra Costa",14208,33.7978603603604,13.4572072072072,14.6326013513514,33.9667792792793,4.1455518018018,"33.8%","13.46%","14.63%","33.97%","4.15%",-1,-1,-1,"No Data","No Data","No Data"
"95120","Santa Clara",37774,51.265420659713,1.94578281357548,34.6481706994229,6.54947847725949,5.59114735002912,"51.27%","1.95%","34.65%","6.55%","5.59%",37774,257,680,"37,774","257","680"
"95135","Santa Clara",22358,26.0220055461132,1.37758296806512,55.3045889614456,14.1560067984614,3.13981572591466,"26.02%","1.38%","55.3%","14.16%","3.14%",22358,122,546,"22,358","122","546"
"95121","Santa Clara",38102,9.209490315469,2.91323290116004,56.5849561702798,28.1061361608315,3.18618445225972,"9.21%","2.91%","56.58%","28.11%","3.19%",38102,718,1884,"38,102","718","1884"
"95123","Santa Clara",67186,40.2107581936713,3.83859732682404,23.0122346917513,27.4104724198494,5.52793736790403,"40.21%","3.84%","23.01%","27.41%","5.53%",67186,1106,1646,"67,186","1106","1646"
"95124","Santa Clara",51170,56.359194840727,1.47547391049443,20.6976744186046,16.8829392222005,4.58471760797342,"56.36%","1.48%","20.7%","16.88%","4.58%",51170,396,774,"51,170","396","774"
"95125","Santa Clara",53574,54.4816515473924,1.95617277037369,14.0049277634674,24.1908388397357,5.36640907903087,"54.48%","1.96%","14%","24.19%","5.37%",53574,796,1486,"53,574","796","1486"
"95126","Santa Clara",35988,38.8296098699567,5.10447927086807,16.1692786484384,34.2114038012671,5.68522840946982,"38.83%","5.1%","16.17%","34.21%","5.69%",35988,715,1987,"35,988","715","1987"
"95403","Sonoma",45355,54.6488810494984,2.57964943225664,4.79770697828244,31.9832433028332,5.99051923712931,"54.65%","2.58%","4.8%","31.98%","5.99%",43997,166,377.3,"43,997","166","377"
"95127","Santa Clara",65686,13.6178181043145,1.50108090003958,23.82699509789,58.2650793167494,2.78902658100661,"13.62%","1.5%","23.83%","58.27%","2.79%",65686,2045,3113,"65,686","2045","3113"
"95442","Sonoma",3136,84.375,0.159438775510204,0,6.91964285714286,8.54591836734694,"84.38%","0.16%","0%","6.92%","8.55%",3927,12,305.6," 3,927","12","306"
